"","reclat","reclong","lat_lng"
"11687",-84.3805,162.0396,"-84.3805,162.0396"
"11688",-84.3453,161.4781,"-84.3453,161.4781"
"11689",-84.3466,161.3256,"-84.3466,161.3256"
"11690",-84.254,161.3534,"-84.254,161.3534"
"11691",-84.3463,161.4686,"-84.3463,161.4686"
"11692",-84.3478,161.4825,"-84.3478,161.4825"
"11693",-84.26,161.365,"-84.26,161.365"
"11694",-84.2542,161.3603,"-84.2542,161.3603"
"11695",-84.254,161.3739,"-84.254,161.3739"
"11696",-84.2536,161.3899,"-84.2536,161.3899"
"11697",-84.2533,161.388,"-84.2533,161.388"
"11698",-84.2543,161.3866,"-84.2543,161.3866"
"11699",-84.2549,161.3851,"-84.2549,161.3851"
"11700",-84.2541,161.3861,"-84.2541,161.3861"
"11701",-84.255,161.4331,"-84.255,161.4331"
"11702",-84.2539,161.3896,"-84.2539,161.3896"
"11703",-84.2542,161.3899,"-84.2542,161.3899"
"11704",-84.2539,161.3742,"-84.2539,161.3742"
"11705",-84.2544,161.3912,"-84.2544,161.3912"
"11706",-84.253,161.3836,"-84.253,161.3836"
"11707",-84.2532,161.3716,"-84.2532,161.3716"
"11708",-84.2544,161.3859,"-84.2544,161.3859"
"11709",-84.2532,161.3809,"-84.2532,161.3809"
"11710",-84.254,161.3837,"-84.254,161.3837"
"11711",-84.2533,161.3906,"-84.2533,161.3906"
"11712",-84.2533,161.3897,"-84.2533,161.3897"
"11713",-84.2539,161.3838,"-84.2539,161.3838"
"11714",-84.2536,161.3707,"-84.2536,161.3707"
"11715",-84.2544,161.3676,"-84.2544,161.3676"
"11716",-84.2543,161.3845,"-84.2543,161.3845"
"11717",-84.2532,161.3953,"-84.2532,161.3953"
"11718",-84.2538,161.4002,"-84.2538,161.4002"
"11719",-84.2548,161.4127,"-84.2548,161.4127"
"11720",-84.3405,161.3953,"-84.3405,161.3953"
"11721",-84.3444,161.4675,"-84.3444,161.4675"
"11722",-84.3443,161.4109,"-84.3443,161.4109"
"11723",-84.2533,161.4106,"-84.2533,161.4106"
"11724",-84.3403,161.4031,"-84.3403,161.4031"
"11725",-84.3506,161.3861,"-84.3506,161.3861"
"11726",-84.3449,161.4129,"-84.3449,161.4129"
"11727",-84.2543,161.3984,"-84.2543,161.3984"
"11728",-84.2531,161.4008,"-84.2531,161.4008"
"11729",-84.3453,161.3043,"-84.3453,161.3043"
"11730",-84.2537,161.4095,"-84.2537,161.4095"
"11731",-84.3418,161.4054,"-84.3418,161.4054"
"11732",-84.254,161.3963,"-84.254,161.3963"
"11733",-84.3443,161.3781,"-84.3443,161.3781"
"11734",-84.2542,161.3982,"-84.2542,161.3982"
"11735",-84.2531,161.3936,"-84.2531,161.3936"
"11736",-84.2542,161.4085,"-84.2542,161.4085"
"11737",-84.2533,161.406,"-84.2533,161.406"
"11738",-84.2547,161.4102,"-84.2547,161.4102"
"11739",-84.3633,161.2661,"-84.3633,161.2661"
"11740",-84.3654,161.3698,"-84.3654,161.3698"
"11741",-84.2532,161.3957,"-84.2532,161.3957"
"11742",-84.2542,161.4084,"-84.2542,161.4084"
"11743",-84.2538,161.4,"-84.2538,161.4"
"11744",-84.3659,161.1842,"-84.3659,161.1842"
"11745",-84.2537,161.4059,"-84.2537,161.4059"
"11746",-84.2538,161.4009,"-84.2538,161.4009"
"11747",-84.2546,161.419,"-84.2546,161.419"
"11748",-84.2533,161.4208,"-84.2533,161.4208"
"11749",-84.2536,161.4098,"-84.2536,161.4098"
"11750",-84.254,161.4394,"-84.254,161.4394"
"11751",-84.2549,161.4607,"-84.2549,161.4607"
"11752",-84.2536,161.4683,"-84.2536,161.4683"
"11753",-84.2534,161.4392,"-84.2534,161.4392"
"11754",-84.2537,161.4143,"-84.2537,161.4143"
"11755",-84.2548,161.4552,"-84.2548,161.4552"
"11756",-84.2542,161.4497,"-84.2542,161.4497"
"11757",-84.2541,161.4288,"-84.2541,161.4288"
"11758",-84.2543,161.4552,"-84.2543,161.4552"
"11759",-84.2544,161.416,"-84.2544,161.416"
"11760",-84.2536,161.4092,"-84.2536,161.4092"
"11761",-84.2535,161.4166,"-84.2535,161.4166"
"11762",-84.2545,161.4276,"-84.2545,161.4276"
"11763",-84.2544,161.417,"-84.2544,161.417"
"11764",-84.3557,161.3572,"-84.3557,161.3572"
"11765",-84.3593,161.3732,"-84.3593,161.3732"
"11766",-84.3493,161.3242,"-84.3493,161.3242"
"11767",-84.2724,161.7201,"-84.2724,161.7201"
"11768",-84.3453,161.3786,"-84.3453,161.3786"
"11769",-84.3465,161.3272,"-84.3465,161.3272"
"11770",-84.3624,161.3743,"-84.3624,161.3743"
"11771",-84.3629,161.2236,"-84.3629,161.2236"
"11772",-84.3423,161.261,"-84.3423,161.261"
"11773",-84.3467,161.274,"-84.3467,161.274"
"11774",-84.3558,161.3063,"-84.3558,161.3063"
"11775",-84.3452,161.3057,"-84.3452,161.3057"
"11776",-84.3621,161.372,"-84.3621,161.372"
"11777",-84.3585,161.3949,"-84.3585,161.3949"
"11778",-84.3602,161.2282,"-84.3602,161.2282"
"11779",-84.3438,161.377,"-84.3438,161.377"
"11780",-84.3485,161.325,"-84.3485,161.325"
"11781",-84.3651,161.3748,"-84.3651,161.3748"
"11782",-84.3463,161.2509,"-84.3463,161.2509"
"11783",-84.3452,161.3787,"-84.3452,161.3787"
"11784",-84.3418,161.2433,"-84.3418,161.2433"
"11785",-84.3481,161.3244,"-84.3481,161.3244"
"11786",-84.357,161.3629,"-84.357,161.3629"
"11787",-84.3465,161.3411,"-84.3465,161.3411"
"11788",-84.3427,161.3988,"-84.3427,161.3988"
"11789",-84.3678,161.2998,"-84.3678,161.2998"
"11790",-84.3441,161.4365,"-84.3441,161.4365"
"11791",-84.3698,161.2254,"-84.3698,161.2254"
"11792",-84.3466,161.3278,"-84.3466,161.3278"
"11793",-84.3543,161.1997,"-84.3543,161.1997"
"11794",-84.354,161.3831,"-84.354,161.3831"
"11795",-84.3479,161.4431,"-84.3479,161.4431"
"11796",-84.3523,161.2017,"-84.3523,161.2017"
"11797",-84.3544,161.1352,"-84.3544,161.1352"
"11798",-84.3467,161.3298,"-84.3467,161.3298"
"11799",-84.3443,161.4681,"-84.3443,161.4681"
"11800",-84.2746,161.4048,"-84.2746,161.4048"
"11801",-84.2716,161.3895,"-84.2716,161.3895"
"11802",-84.3486,161.4069,"-84.3486,161.4069"
"11803",-84.2734,161.7025,"-84.2734,161.7025"
"11804",-84.2734,161.7004,"-84.2734,161.7004"
"11805",-84.2733,161.7019,"-84.2733,161.7019"
"11806",-84.2734,161.7027,"-84.2734,161.7027"
"11807",-84.2725,161.7197,"-84.2725,161.7197"
"11808",-84.2725,161.7171,"-84.2725,161.7171"
"11809",-84.2725,161.718,"-84.2725,161.718"
"11810",-84.2537,161.4063,"-84.2537,161.4063"
"11811",-84.2733,161.7006,"-84.2733,161.7006"
"11812",-84.2725,161.7198,"-84.2725,161.7198"
"11813",-84.3488,161.4472,"-84.3488,161.4472"
"11814",-84.3468,161.322,"-84.3468,161.322"
"11815",-84.38,161.182,"-84.38,161.182"
"11816",-84.2736,161.6956,"-84.2736,161.6956"
"11817",-84.2732,161.7036,"-84.2732,161.7036"
"11818",-84.2736,161.696,"-84.2736,161.696"
"11819",-84.3841,162.0928,"-84.3841,162.0928"
"11820",-84.2732,161.6992,"-84.2732,161.6992"
"11821",-84.2726,161.7165,"-84.2726,161.7165"
"11822",-84.2736,161.695,"-84.2736,161.695"
"11823",-84.2734,161.7026,"-84.2734,161.7026"
"11824",-84.2726,161.7163,"-84.2726,161.7163"
"11825",-84.2723,161.7205,"-84.2723,161.7205"
"11826",-84.2734,161.6985,"-84.2734,161.6985"
"11827",-84.3452,161.4101,"-84.3452,161.4101"
"11828",-84.3724,161.1059,"-84.3724,161.1059"
"11829",-84.2726,161.7164,"-84.2726,161.7164"
"11830",-84.3422,161.4221,"-84.3422,161.4221"
"11831",-84.3424,161.2525,"-84.3424,161.2525"
"11832",-84.2729,161.7102,"-84.2729,161.7102"
"11833",-84.2726,161.7168,"-84.2726,161.7168"
"11834",-84.2728,161.7134,"-84.2728,161.7134"
"11835",-84.3451,161.3058,"-84.3451,161.3058"
"11836",-84.2724,161.719,"-84.2724,161.719"
"11837",-84.3423,161.2514,"-84.3423,161.2514"
"11838",-84.3441,161.1946,"-84.3441,161.1946"
"11839",-84.2727,161.7176,"-84.2727,161.7176"
"11840",-84.3704,161.3181,"-84.3704,161.3181"
"11841",-84.3642,161.3206,"-84.3642,161.3206"
"11842",-84.273,161.7104,"-84.273,161.7104"
"11843",-84.3732,161.2029,"-84.3732,161.2029"
"11844",-84.357,161.3644,"-84.357,161.3644"
"11845",-84.3563,161.3292,"-84.3563,161.3292"
"11846",-84.3552,161.3686,"-84.3552,161.3686"
"11847",-84.342,161.3931,"-84.342,161.3931"
"11848",-84.2728,161.7129,"-84.2728,161.7129"
"11849",-84.362,161.2931,"-84.362,161.2931"
"11850",-84.3442,161.466,"-84.3442,161.466"
"11851",-84.2728,161.7159,"-84.2728,161.7159"
"11852",-84.3465,161.3197,"-84.3465,161.3197"
"11853",-84.3422,161.3935,"-84.3422,161.3935"
"11854",-84.2729,161.7129,"-84.2729,161.7129"
"11855",-84.3456,161.3106,"-84.3456,161.3106"
"11856",-84.2728,161.7127,"-84.2728,161.7127"
"11857",-84.3538,161.4295,"-84.3538,161.4295"
"11858",-84.3599,161.1666,"-84.3599,161.1666"
"11859",-84.3419,161.3935,"-84.3419,161.3935"
"11860",-84.3586,161.3952,"-84.3586,161.3952"
"11861",-84.3414,161.4094,"-84.3414,161.4094"
"11862",-84.3404,161.401,"-84.3404,161.401"
"11863",-84.346,161.3127,"-84.346,161.3127"
"11864",-84.273,161.7079,"-84.273,161.7079"
"11865",-84.2726,161.7161,"-84.2726,161.7161"
"11866",-84.2725,161.7179,"-84.2725,161.7179"
"11867",-84.3425,161.2552,"-84.3425,161.2552"
"11868",-84.2725,161.7181,"-84.2725,161.7181"
"11869",-84.2727,161.7152,"-84.2727,161.7152"
"11870",-84.2727,161.7146,"-84.2727,161.7146"
"11871",-84.3472,161.4042,"-84.3472,161.4042"
"11872",-84.3468,161.3442,"-84.3468,161.3442"
"11873",-84.2725,161.7186,"-84.2725,161.7186"
"11874",-84.3514,161.3766,"-84.3514,161.3766"
"11875",-84.2733,161.7049,"-84.2733,161.7049"
"11876",-84.2726,161.7176,"-84.2726,161.7176"
"11877",-84.2725,161.7178,"-84.2725,161.7178"
"11878",-84.2725,161.7177,"-84.2725,161.7177"
"11879",-84.3419,161.2454,"-84.3419,161.2454"
"11880",-84.2726,161.7172,"-84.2726,161.7172"
"11881",-84.2726,161.7162,"-84.2726,161.7162"
"11882",-84.2726,161.716,"-84.2726,161.716"
"11883",-84.3619,161.2918,"-84.3619,161.2918"
"11884",-84.2729,161.7124,"-84.2729,161.7124"
"11885",-84.2731,161.708,"-84.2731,161.708"
"11886",-84.2724,161.7184,"-84.2724,161.7184"
"11887",-84.3465,161.3216,"-84.3465,161.3216"
"11888",-84.2729,161.7105,"-84.2729,161.7105"
"11889",-84.2727,161.7148,"-84.2727,161.7148"
"11890",-84.2725,161.7162,"-84.2725,161.7162"
"11891",-84.3736,161.1235,"-84.3736,161.1235"
"11892",-84.2724,161.7183,"-84.2724,161.7183"
"11893",-84.2729,161.7123,"-84.2729,161.7123"
"11894",-84.3455,161.3102,"-84.3455,161.3102"
"11895",-84.364,161.3835,"-84.364,161.3835"
"11896",-84.2755,161.4498,"-84.2755,161.4498"
"11897",-84.2804,161.3685,"-84.2804,161.3685"
"11898",-84.2747,161.3778,"-84.2747,161.3778"
"11899",-84.2495,161.3878,"-84.2495,161.3878"
"11900",-84.2816,161.3414,"-84.2816,161.3414"
"11901",-84.2759,161.4107,"-84.2759,161.4107"
"11902",-84.2385,161.4864,"-84.2385,161.4864"
"11903",-84.2738,161.3755,"-84.2738,161.3755"
"11904",-84.2358,161.4741,"-84.2358,161.4741"
"11905",-84.2804,161.3876,"-84.2804,161.3876"
"11906",-84.2477,161.4252,"-84.2477,161.4252"
"11907",-84.276,161.3415,"-84.276,161.3415"
"11908",-84.2774,161.6404,"-84.2774,161.6404"
"11909",-84.251,161.4033,"-84.251,161.4033"
"11910",-84.244,161.425,"-84.244,161.425"
"11911",-84.2879,161.3226,"-84.2879,161.3226"
"11912",-84.2322,161.5782,"-84.2322,161.5782"
"11913",-84.232,161.5765,"-84.232,161.5765"
"11914",-84.2668,161.3367,"-84.2668,161.3367"
"11915",-84.2497,161.3836,"-84.2497,161.3836"
"11916",-84.2516,161.399,"-84.2516,161.399"
"11917",-84.2469,161.5294,"-84.2469,161.5294"
"11918",-84.2508,161.402,"-84.2508,161.402"
"11919",-84.2467,161.4611,"-84.2467,161.4611"
"11920",-84.2513,161.4013,"-84.2513,161.4013"
"11921",-84.2367,161.5276,"-84.2367,161.5276"
"11922",-84.2435,161.4167,"-84.2435,161.4167"
"11923",-84.2437,161.4189,"-84.2437,161.4189"
"11924",-84.2469,161.4595,"-84.2469,161.4595"
"11925",-84.2461,161.4638,"-84.2461,161.4638"
"11926",-84.2515,161.3935,"-84.2515,161.3935"
"11927",-84.2508,161.4032,"-84.2508,161.4032"
"11928",-84.2515,161.3975,"-84.2515,161.3975"
"11929",-84.2454,161.4699,"-84.2454,161.4699"
"11930",-84.2455,161.5005,"-84.2455,161.5005"
"11931",-84.2438,161.4243,"-84.2438,161.4243"
"11932",-84.251,161.4047,"-84.251,161.4047"
"11933",-84.2463,161.4676,"-84.2463,161.4676"
"11934",-84.2453,161.4241,"-84.2453,161.4241"
"11935",-84.2433,161.4258,"-84.2433,161.4258"
"11936",-84.2471,161.4543,"-84.2471,161.4543"
"11937",-84.2457,161.4447,"-84.2457,161.4447"
"11938",-84.2455,161.4339,"-84.2455,161.4339"
"11939",-84.2479,161.4783,"-84.2479,161.4783"
"11940",-84.2462,161.475,"-84.2462,161.475"
"11941",-84.2432,161.424,"-84.2432,161.424"
"11942",-84.2509,161.4039,"-84.2509,161.4039"
"11943",-84.2517,161.4035,"-84.2517,161.4035"
"11944",-84.2451,161.449,"-84.2451,161.449"
"11945",-84.2508,161.3948,"-84.2508,161.3948"
"11946",-84.2517,161.3956,"-84.2517,161.3956"
"11947",-84.2459,161.4444,"-84.2459,161.4444"
"11948",-84.2515,161.3986,"-84.2515,161.3986"
"11949",-84.2463,161.4527,"-84.2463,161.4527"
"11950",-84.2451,161.4914,"-84.2451,161.4914"
"11951",-84.2517,161.4015,"-84.2517,161.4015"
"11952",-84.2429,161.4264,"-84.2429,161.4264"
"11953",-84.2458,161.4396,"-84.2458,161.4396"
"11954",-84.2472,161.4791,"-84.2472,161.4791"
"11955",-84.2454,161.4505,"-84.2454,161.4505"
"11956",-84.2453,161.4061,"-84.2453,161.4061"
"11957",-84.2447,161.4151,"-84.2447,161.4151"
"11958",-84.244,161.432,"-84.244,161.432"
"11959",-84.2527,161.4154,"-84.2527,161.4154"
"11960",-84.245,161.4183,"-84.245,161.4183"
"11961",-84.245,161.4075,"-84.245,161.4075"
"11962",-84.2454,161.4515,"-84.2454,161.4515"
"11963",-84.2527,161.4133,"-84.2527,161.4133"
"11964",-84.2527,161.4195,"-84.2527,161.4195"
"11965",-84.2449,161.4142,"-84.2449,161.4142"
"11966",-84.2531,161.3901,"-84.2531,161.3901"
"11967",-84.2454,161.4475,"-84.2454,161.4475"
"11968",-84.2449,161.4236,"-84.2449,161.4236"
"11969",-84.245,161.4066,"-84.245,161.4066"
"11970",-84.2455,161.4201,"-84.2455,161.4201"
"11971",-84.2441,161.4211,"-84.2441,161.4211"
"11972",-84.2527,161.3889,"-84.2527,161.3889"
"11973",-84.2521,161.3978,"-84.2521,161.3978"
"11974",-84.2529,161.3942,"-84.2529,161.3942"
"11975",-84.2451,161.405,"-84.2451,161.405"
"11976",-84.2528,161.4048,"-84.2528,161.4048"
"11977",-84.2451,161.4174,"-84.2451,161.4174"
"11978",-84.2447,161.4296,"-84.2447,161.4296"
"11979",-84.2524,161.4025,"-84.2524,161.4025"
"11980",-84.2449,161.4124,"-84.2449,161.4124"
"11981",-84.2522,161.4095,"-84.2522,161.4095"
"11982",-84.2523,161.4172,"-84.2523,161.4172"
"11983",-84.2527,161.3895,"-84.2527,161.3895"
"11984",-84.2522,161.3837,"-84.2522,161.3837"
"11985",-84.2521,161.4056,"-84.2521,161.4056"
"11986",-84.2526,161.3956,"-84.2526,161.3956"
"11987",-84.2528,161.3846,"-84.2528,161.3846"
"11988",-84.2526,161.4065,"-84.2526,161.4065"
"11989",-84.2526,161.4057,"-84.2526,161.4057"
"11990",-84.2523,161.3971,"-84.2523,161.3971"
"11991",-84.2519,161.4008,"-84.2519,161.4008"
"11992",-84.2511,161.4063,"-84.2511,161.4063"
"11993",-84.2526,161.3695,"-84.2526,161.3695"
"11994",-84.2352,161.4795,"-84.2352,161.4795"
"11995",-84.2468,161.4221,"-84.2468,161.4221"
"11996",-84.2528,161.3775,"-84.2528,161.3775"
"11997",-84.2553,161.4016,"-84.2553,161.4016"
"11998",-84.2554,161.4022,"-84.2554,161.4022"
"11999",-84.277,161.353,"-84.277,161.353"
"12000",-84.2525,161.3807,"-84.2525,161.3807"
"12001",-84.2516,161.3783,"-84.2516,161.3783"
"12002",-84.2745,161.4085,"-84.2745,161.4085"
"12003",-84.2524,161.3711,"-84.2524,161.3711"
"12004",-84.2745,161.4025,"-84.2745,161.4025"
"12005",-84.2533,161.4076,"-84.2533,161.4076"
"12006",-84.2533,161.3946,"-84.2533,161.3946"
"12007",-84.2515,161.3678,"-84.2515,161.3678"
"12008",-84.2532,161.3943,"-84.2532,161.3943"
"12009",-84.2518,161.3751,"-84.2518,161.3751"
"12010",-84.2524,161.3572,"-84.2524,161.3572"
"12011",-84.2517,161.3666,"-84.2517,161.3666"
"12012",-84.2528,161.3734,"-84.2528,161.3734"
"12013",-84.2758,161.4107,"-84.2758,161.4107"
"12014",-84.2526,161.3658,"-84.2526,161.3658"
"12015",-84.2545,161.3827,"-84.2545,161.3827"
"12016",-84.2528,161.3747,"-84.2528,161.3747"
"12017",-84.2747,161.4081,"-84.2747,161.4081"
"12018",-84.253,161.4031,"-84.253,161.4031"
"12019",-84.2678,161.4083,"-84.2678,161.4083"
"12020",-84.2343,161.605,"-84.2343,161.605"
"12021",-84.2505,161.4421,"-84.2505,161.4421"
"12022",-84.2772,161.384,"-84.2772,161.384"
"12023",-84.2419,161.4389,"-84.2419,161.4389"
"12024",-84.2453,161.3897,"-84.2453,161.3897"
"12025",-84.2649,161.3628,"-84.2649,161.3628"
"12026",-84.2465,161.3956,"-84.2465,161.3956"
"12027",-84.2455,161.402,"-84.2455,161.402"
"12028",-84.2455,161.4112,"-84.2455,161.4112"
"12029",-84.2745,161.4071,"-84.2745,161.4071"
"12030",-84.2459,161.3998,"-84.2459,161.3998"
"12031",-84.2455,161.4176,"-84.2455,161.4176"
"12032",-84.2455,161.4055,"-84.2455,161.4055"
"12033",-84.2455,161.4158,"-84.2455,161.4158"
"12034",-84.2466,161.3858,"-84.2466,161.3858"
"12035",-84.2457,161.4283,"-84.2457,161.4283"
"12036",-84.2454,161.4121,"-84.2454,161.4121"
"12037",-84.2465,161.3977,"-84.2465,161.3977"
"12038",-84.2455,161.4109,"-84.2455,161.4109"
"12039",-84.2754,161.4096,"-84.2754,161.4096"
"12040",-84.2748,161.409,"-84.2748,161.409"
"12041",-84.2461,161.4019,"-84.2461,161.4019"
"12042",-84.2754,161.4117,"-84.2754,161.4117"
"12043",-84.275,161.4092,"-84.275,161.4092"
"12044",-84.2758,161.4111,"-84.2758,161.4111"
"12045",-84.2427,161.424,"-84.2427,161.424"
"12046",-84.2491,161.3839,"-84.2491,161.3839"
"12047",-84.2518,161.3901,"-84.2518,161.3901"
"12048",-84.2479,161.3768,"-84.2479,161.3768"
"12049",-84.2627,161.3498,"-84.2627,161.3498"
"12050",-84.2509,161.417,"-84.2509,161.417"
"12051",-84.2507,161.4008,"-84.2507,161.4008"
"12052",-84.2375,161.4345,"-84.2375,161.4345"
"12053",-84.2473,161.3794,"-84.2473,161.3794"
"12054",-84.2379,161.4609,"-84.2379,161.4609"
"12055",-84.2377,161.4591,"-84.2377,161.4591"
"12056",-84.2483,161.3796,"-84.2483,161.3796"
"12057",-84.2509,161.3778,"-84.2509,161.3778"
"12058",-84.2479,161.379,"-84.2479,161.379"
"12059",-84.2493,161.4937,"-84.2493,161.4937"
"12060",-84.2495,161.4933,"-84.2495,161.4933"
"12061",-84.2393,161.4438,"-84.2393,161.4438"
"12062",-84.237,161.4376,"-84.237,161.4376"
"12063",-84.2421,161.4246,"-84.2421,161.4246"
"12064",-84.2486,161.3674,"-84.2486,161.3674"
"12065",-84.2382,161.4387,"-84.2382,161.4387"
"12066",-84.2508,161.4139,"-84.2508,161.4139"
"12067",-84.2424,161.4486,"-84.2424,161.4486"
"12068",-84.2836,161.3329,"-84.2836,161.3329"
"12069",-84.2466,161.4056,"-84.2466,161.4056"
"12070",-84.2386,161.4562,"-84.2386,161.4562"
"12071",-84.2512,161.3838,"-84.2512,161.3838"
"12072",-84.2839,161.3721,"-84.2839,161.3721"
"12073",-84.2716,161.3611,"-84.2716,161.3611"
"12074",-84.2871,161.3339,"-84.2871,161.3339"
"12075",-84.2818,161.392,"-84.2818,161.392"
"12076",-84.2833,161.3295,"-84.2833,161.3295"
"12077",-84.2753,161.359,"-84.2753,161.359"
"12078",-84.272,161.366,"-84.272,161.366"
"12079",-84.2829,161.3857,"-84.2829,161.3857"
"12080",-84.2825,161.3775,"-84.2825,161.3775"
"12081",-84.276,161.3718,"-84.276,161.3718"
"12082",-84.2825,161.3873,"-84.2825,161.3873"
"12083",-84.2718,161.3645,"-84.2718,161.3645"
"12084",-84.2798,161.3489,"-84.2798,161.3489"
"12085",-84.2769,161.3543,"-84.2769,161.3543"
"12086",-84.2716,161.3651,"-84.2716,161.3651"
"12087",-84.2779,161.3423,"-84.2779,161.3423"
"12088",-84.2806,161.3378,"-84.2806,161.3378"
"12089",-84.2882,161.3678,"-84.2882,161.3678"
"12090",-84.2338,161.5809,"-84.2338,161.5809"
"12091",-84.2815,161.3328,"-84.2815,161.3328"
"12092",-84.2764,161.3931,"-84.2764,161.3931"
"12093",-84.2483,161.3965,"-84.2483,161.3965"
"12094",-84.248,161.4166,"-84.248,161.4166"
"12095",-84.2507,161.3796,"-84.2507,161.3796"
"12096",-84.2881,161.3744,"-84.2881,161.3744"
"12097",-84.2479,161.3902,"-84.2479,161.3902"
"12098",-84.2511,161.4365,"-84.2511,161.4365"
"12099",-84.2512,161.3852,"-84.2512,161.3852"
"12100",-84.2875,161.3769,"-84.2875,161.3769"
"12101",-84.2466,161.4381,"-84.2466,161.4381"
"12102",-84.243,161.5235,"-84.243,161.5235"
"12103",-84.2471,161.3911,"-84.2471,161.3911"
"12104",-84.2505,161.3868,"-84.2505,161.3868"
"12105",-84.2498,161.3773,"-84.2498,161.3773"
"12106",-84.2498,161.4238,"-84.2498,161.4238"
"12107",-84.2426,161.4653,"-84.2426,161.4653"
"12108",-84.251,161.406,"-84.251,161.406"
"12109",-84.2512,161.376,"-84.2512,161.376"
"12110",-84.2863,161.3477,"-84.2863,161.3477"
"12111",-84.2848,161.3344,"-84.2848,161.3344"
"12112",-84.2351,161.462,"-84.2351,161.462"
"12113",-84.2825,161.356,"-84.2825,161.356"
"12114",-84.2341,161.436,"-84.2341,161.436"
"12115",-84.2324,161.4274,"-84.2324,161.4274"
"12116",-84.2322,161.4473,"-84.2322,161.4473"
"12117",-84.235,161.4634,"-84.235,161.4634"
"12118",-84.2393,161.4712,"-84.2393,161.4712"
"12119",-84.235,161.4613,"-84.235,161.4613"
"12120",-84.2355,161.4409,"-84.2355,161.4409"
"12121",-84.2359,161.4918,"-84.2359,161.4918"
"12122",-84.2376,161.4298,"-84.2376,161.4298"
"12123",-84.2361,161.4957,"-84.2361,161.4957"
"12124",-84.2348,161.4509,"-84.2348,161.4509"
"12125",-84.238,161.426,"-84.238,161.426"
"12126",-84.2346,161.4599,"-84.2346,161.4599"
"12127",-84.2426,161.4795,"-84.2426,161.4795"
"12128",-84.2375,161.493,"-84.2375,161.493"
"12129",-84.2332,161.4457,"-84.2332,161.4457"
"12130",-84.2368,161.4651,"-84.2368,161.4651"
"12131",-84.2821,161.3447,"-84.2821,161.3447"
"12132",-84.2344,161.463,"-84.2344,161.463"
"12133",-84.2335,161.4478,"-84.2335,161.4478"
"12134",-84.2348,161.4659,"-84.2348,161.4659"
"12135",-84.2356,161.4224,"-84.2356,161.4224"
"12136",-84.2348,161.4328,"-84.2348,161.4328"
"12137",-84.241,161.4556,"-84.241,161.4556"
"12138",-84.2386,161.4276,"-84.2386,161.4276"
"12139",-84.2423,161.4591,"-84.2423,161.4591"
"12140",-84.2374,161.471,"-84.2374,161.471"
"12141",-84.2841,161.3496,"-84.2841,161.3496"
"12142",-84.2353,161.4653,"-84.2353,161.4653"
"12143",-84.2422,161.4596,"-84.2422,161.4596"
"12144",-84.2374,161.5044,"-84.2374,161.5044"
"12145",-84.2394,161.5034,"-84.2394,161.5034"
"12146",-84.2833,161.3398,"-84.2833,161.3398"
"12147",-84.2838,161.3497,"-84.2838,161.3497"
"12148",-84.2418,161.4545,"-84.2418,161.4545"
"12149",-84.2846,161.3385,"-84.2846,161.3385"
"12150",-84.276,161.3404,"-84.276,161.3404"
"12151",-84.2838,161.344,"-84.2838,161.344"
"12152",-84.239,161.4239,"-84.239,161.4239"
"12153",-84.232,161.443,"-84.232,161.443"
"12154",-84.2381,161.4209,"-84.2381,161.4209"
"12155",-84.2349,161.4521,"-84.2349,161.4521"
"12156",-84.238,161.5011,"-84.238,161.5011"
"12157",-84.2425,161.487,"-84.2425,161.487"
"12158",-84.279,161.427,"-84.279,161.427"
"12159",-84.2861,161.338,"-84.2861,161.338"
"12160",-84.2377,161.4839,"-84.2377,161.4839"
"12161",-84.2367,161.4473,"-84.2367,161.4473"
"12162",-84.2387,161.4805,"-84.2387,161.4805"
"12163",-84.2354,161.4627,"-84.2354,161.4627"
"12164",-84.2318,161.458,"-84.2318,161.458"
"12165",-84.2365,161.4403,"-84.2365,161.4403"
"12166",-84.2841,161.3458,"-84.2841,161.3458"
"12167",-84.2325,161.4376,"-84.2325,161.4376"
"12168",-84.2824,161.359,"-84.2824,161.359"
"12169",-84.2366,161.471,"-84.2366,161.471"
"12170",-84.2375,161.4681,"-84.2375,161.4681"
"12171",-84.2364,161.4511,"-84.2364,161.4511"
"12172",-84.242,161.4539,"-84.242,161.4539"
"12173",-84.2367,161.47,"-84.2367,161.47"
"12174",-84.2429,161.4888,"-84.2429,161.4888"
"12175",-84.2316,161.4313,"-84.2316,161.4313"
"12176",-84.2405,161.4639,"-84.2405,161.4639"
"12177",-84.2369,161.4827,"-84.2369,161.4827"
"12178",-84.2363,161.4215,"-84.2363,161.4215"
"12179",-84.2383,161.4235,"-84.2383,161.4235"
"12180",-84.2351,161.4603,"-84.2351,161.4603"
"12181",-84.2359,161.4195,"-84.2359,161.4195"
"12182",-84.2409,161.4585,"-84.2409,161.4585"
"12183",-84.2426,161.4834,"-84.2426,161.4834"
"12184",-84.2865,161.3457,"-84.2865,161.3457"
"12185",-84.2395,161.4746,"-84.2395,161.4746"
"12186",-84.2783,161.4237,"-84.2783,161.4237"
"12187",-84.238,161.4163,"-84.238,161.4163"
"12188",-84.2691,161.361,"-84.2691,161.361"
"12189",-84.2697,161.408,"-84.2697,161.408"
"12190",-84.2754,161.3393,"-84.2754,161.3393"
"12191",-84.2702,161.4054,"-84.2702,161.4054"
"12192",-84.2702,161.3682,"-84.2702,161.3682"
"12193",-84.2881,161.3425,"-84.2881,161.3425"
